epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1463.5,1.0202,0.9708,1.24845,0.8782,0.72883,0.84736,0.65031,0.34474,1.02417,0.4591,0.00771538,0.00771538,0.00771538
32,1510.61,1.03514,0.99777,1.25537,0.87856,0.73641,0.84335,0.64783,0.353,1.82886,0.46536,0.00763923,0.00763923,0.00763923
33,1557.97,1.02438,0.99039,1.25718,0.83963,0.73629,0.83542,0.64303,0.34875,1.99009,0.46034,0.00756308,0.00756308,0.00756308
34,1605.18,1.00385,0.96979,1.22884,0.81712,0.78115,0.85102,0.66221,0.33941,1.11949,0.45552,0.00748692,0.00748692,0.00748692
35,1652.85,1.00983,0.94636,1.24322,0.86575,0.78671,0.86435,0.67063,0.34114,2.49014,0.45417,0.00741077,0.00741077,0.00741077
36,1700.14,0.99513,0.91313,1.22512,0.86695,0.78474,0.86325,0.6637,0.33775,1.58831,0.45298,0.00733462,0.00733462,0.00733462
37,1747.66,0.99245,0.91262,1.22103,0.90342,0.78632,0.87619,0.68411,0.3329,1.62935,0.45023,0.00725846,0.00725846,0.00725846
38,1794.67,0.98437,0.90296,1.21813,0.91069,0.77647,0.87692,0.6821,0.33058,0.71028,0.44745,0.00718231,0.00718231,0.00718231
39,1841.82,0.9768,0.88586,1.22262,0.89243,0.79487,0.87516,0.6838,0.32982,0.93302,0.44363,0.00710615,0.00710615,0.00710615
40,1889.29,0.95518,0.86884,1.20561,0.87931,0.78244,0.87632,0.68581,0.32302,1.78503,0.44002,0.00703,0.00703,0.00703
41,1936.64,0.98226,0.8884,1.21583,0.90963,0.78322,0.88143,0.69571,0.3211,1.58637,0.44018,0.00695385,0.00695385,0.00695385
42,1984.06,0.96281,0.88072,1.20911,0.90358,0.77234,0.87669,0.69042,0.32116,1.32887,0.4389,0.00687769,0.00687769,0.00687769
43,2031.27,0.95995,0.85633,1.2016,0.87681,0.77622,0.8771,0.69464,0.31734,1.02263,0.43803,0.00680154,0.00680154,0.00680154
44,2078.6,0.95295,0.86827,1.19585,0.87942,0.81119,0.88958,0.70364,0.31425,0.98075,0.43064,0.00672538,0.00672538,0.00672538
45,2125.51,0.94623,0.84285,1.19339,0.89603,0.79798,0.88831,0.70098,0.31593,1.42083,0.43693,0.00664923,0.00664923,0.00664923
46,2172.74,0.94547,0.84964,1.19033,0.87696,0.82906,0.89586,0.7145,0.31023,1.00729,0.43143,0.00657308,0.00657308,0.00657308
47,2219.65,0.94732,0.8278,1.19165,0.91125,0.81119,0.89149,0.71145,0.30794,0.90722,0.43135,0.00649692,0.00649692,0.00649692
48,2267.02,0.91449,0.80721,1.17795,0.92257,0.81119,0.90071,0.72082,0.30284,1.20664,0.42753,0.00642077,0.00642077,0.00642077
49,2314.34,0.93225,0.83375,1.19093,0.90701,0.81896,0.90283,0.72451,0.30245,1.24819,0.42758,0.00634462,0.00634462,0.00634462
50,2361.4,0.91021,0.79562,1.17684,0.89782,0.83994,0.91138,0.73441,0.29665,1.12926,0.421,0.00626846,0.00626846,0.00626846
51,2408.52,0.93647,0.80309,1.18535,0.91748,0.81974,0.90612,0.72626,0.30212,0.8575,0.42521,0.00619231,0.00619231,0.00619231
52,2455.39,0.91288,0.80706,1.1765,0.92406,0.82259,0.9094,0.73381,0.29864,0.89222,0.42471,0.00611615,0.00611615,0.00611615
53,2502.32,0.91444,0.80225,1.17539,0.89422,0.84737,0.90878,0.73595,0.29543,0.77755,0.42239,0.00604,0.00604,0.00604
54,2549.34,0.91333,0.78448,1.17114,0.91377,0.83982,0.91052,0.73012,0.29756,0.66805,0.42398,0.00596385,0.00596385,0.00596385
55,2596.64,0.89515,0.77221,1.16066,0.92886,0.82517,0.90984,0.73629,0.29008,0.82786,0.41846,0.00588769,0.00588769,0.00588769
56,2643.56,0.89394,0.78145,1.15979,0.91458,0.85693,0.91976,0.74722,0.28785,0.98682,0.41508,0.00581154,0.00581154,0.00581154
57,2690.17,0.90041,0.76686,1.16424,0.91383,0.84877,0.91786,0.74492,0.28523,0.75982,0.41432,0.00573538,0.00573538,0.00573538
58,2737.21,0.89111,0.75981,1.15247,0.90964,0.86325,0.92278,0.75307,0.28139,1.06694,0.4133,0.00565923,0.00565923,0.00565923
59,2784.45,0.8902,0.7573,1.15427,0.91837,0.86541,0.92828,0.75757,0.279,0.8801,0.41049,0.00558308,0.00558308,0.00558308
60,2831.38,0.85478,0.73683,1.13541,0.93287,0.85159,0.92656,0.75021,0.28685,0.5813,0.41393,0.00550692,0.00550692,0.00550692
61,2878.5,0.86459,0.7359,1.14611,0.90901,0.8648,0.92354,0.75799,0.28009,0.74864,0.41015,0.00543077,0.00543077,0.00543077
62,2925.49,0.87919,0.74846,1.1476,0.90838,0.87179,0.92395,0.75957,0.2781,0.71454,0.40978,0.00535462,0.00535462,0.00535462
63,2972.26,0.86305,0.72356,1.14271,0.90655,0.85934,0.92052,0.75988,0.27484,0.58497,0.407,0.00527846,0.00527846,0.00527846
64,3018.94,0.86293,0.71744,1.13245,0.93143,0.85392,0.92409,0.76585,0.26949,0.80666,0.40432,0.00520231,0.00520231,0.00520231
65,3065.99,0.86427,0.70773,1.13461,0.92297,0.86092,0.92747,0.76677,0.2692,0.82358,0.40343,0.00512615,0.00512615,0.00512615
66,3113.37,0.8592,0.71791,1.13862,0.92909,0.86536,0.93223,0.77249,0.2661,0.97375,0.40172,0.00505,0.00505,0.00505
67,3160.36,0.86086,0.708,1.14008,0.92283,0.87337,0.933,0.77659,0.26629,0.84915,0.40299,0.00497385,0.00497385,0.00497385
68,3207.13,0.84547,0.70962,1.13249,0.92065,0.87179,0.93171,0.77379,0.26558,0.67828,0.40167,0.00489769,0.00489769,0.00489769
69,3254.39,0.86197,0.71332,1.14443,0.94456,0.86047,0.93358,0.77528,0.26373,0.55717,0.40274,0.00482154,0.00482154,0.00482154
70,3301.38,0.85408,0.70481,1.1359,0.92877,0.8713,0.93387,0.77883,0.25874,0.46922,0.39846,0.00474538,0.00474538,0.00474538
71,3348.66,0.84291,0.68441,1.11958,0.93034,0.88034,0.9357,0.78372,0.25854,0.45016,0.39728,0.00466923,0.00466923,0.00466923
72,3395.74,0.84039,0.69824,1.12781,0.9395,0.88112,0.93767,0.78784,0.25811,0.51846,0.39608,0.00459308,0.00459308,0.00459308
73,3442.83,0.82835,0.67644,1.12117,0.93257,0.88111,0.93837,0.78433,0.26115,0.62932,0.39778,0.00451692,0.00451692,0.00451692
74,3490.06,0.81964,0.66898,1.11015,0.93354,0.88423,0.93962,0.78493,0.25911,0.57325,0.39789,0.00444077,0.00444077,0.00444077
75,3537.62,0.83551,0.67304,1.11972,0.93776,0.88965,0.94045,0.78514,0.25829,0.49329,0.39661,0.00436462,0.00436462,0.00436462
76,3584.83,0.81343,0.65353,1.11094,0.93739,0.88409,0.93856,0.78652,0.25697,0.44447,0.39531,0.00428846,0.00428846,0.00428846
77,3631.94,0.81615,0.66042,1.10961,0.93949,0.88069,0.93888,0.79248,0.25318,0.4503,0.39215,0.00421231,0.00421231,0.00421231
78,3679.42,0.82074,0.65953,1.10624,0.93903,0.88562,0.93954,0.79181,0.2524,0.46385,0.39124,0.00413615,0.00413615,0.00413615
79,3726.75,0.83233,0.66728,1.11982,0.93768,0.88578,0.94131,0.79608,0.24976,0.42929,0.38955,0.00406,0.00406,0.00406
80,3774.24,0.81563,0.65534,1.10542,0.94919,0.87024,0.93968,0.797,0.24787,0.54492,0.38927,0.00398385,0.00398385,0.00398385
81,3821.31,0.79128,0.63951,1.09586,0.94273,0.8826,0.94241,0.80258,0.24644,0.56781,0.38971,0.00390769,0.00390769,0.00390769
82,3868.73,0.80314,0.64071,1.10708,0.94606,0.88574,0.94351,0.80323,0.2462,0.51678,0.38854,0.00383154,0.00383154,0.00383154
83,3916.05,0.79521,0.64072,1.10141,0.94149,0.88777,0.9437,0.80426,0.2458,0.42273,0.38862,0.00375538,0.00375538,0.00375538
84,3963.68,0.79415,0.63345,1.09618,0.9315,0.89899,0.9457,0.80475,0.24483,0.38091,0.38795,0.00367923,0.00367923,0.00367923
85,4010.94,0.79791,0.64129,1.09887,0.94211,0.88656,0.94575,0.8033,0.24387,0.42684,0.3875,0.00360308,0.00360308,0.00360308
86,4058.53,0.7759,0.61686,1.08641,0.9393,0.88971,0.94665,0.80517,0.2424,0.40142,0.38651,0.00352692,0.00352692,0.00352692
87,4106.19,0.77588,0.6133,1.09316,0.95102,0.88656,0.94753,0.8108,0.24093,0.45061,0.38492,0.00345077,0.00345077,0.00345077
88,4153.32,0.78731,0.61429,1.088,0.94552,0.89001,0.94753,0.81001,0.24009,0.51222,0.38423,0.00337462,0.00337462,0.00337462
89,4200.97,0.78549,0.61564,1.09228,0.95095,0.88878,0.94698,0.8104,0.23817,0.42386,0.38364,0.00329846,0.00329846,0.00329846
90,4248.4,0.77212,0.60465,1.08567,0.95444,0.8819,0.94702,0.81022,0.23698,0.41303,0.38294,0.00322231,0.00322231,0.00322231
91,4295.74,0.78546,0.61679,1.09397,0.93982,0.89791,0.94675,0.81194,0.23679,0.41938,0.38345,0.00314615,0.00314615,0.00314615
92,4342.79,0.77175,0.61411,1.08296,0.94205,0.8968,0.94767,0.81155,0.23566,0.40225,0.38241,0.00307,0.00307,0.00307
93,4390.16,0.75971,0.59091,1.07661,0.9534,0.892,0.94835,0.81411,0.23408,0.39051,0.38141,0.00299385,0.00299385,0.00299385
94,4437.38,0.7519,0.59014,1.07547,0.96053,0.88864,0.9489,0.81547,0.2332,0.37878,0.38049,0.00291769,0.00291769,0.00291769
95,4484.72,0.75928,0.59513,1.07589,0.95344,0.90132,0.95054,0.81841,0.23329,0.36291,0.37991,0.00284154,0.00284154,0.00284154
96,4531.95,0.74337,0.56793,1.06944,0.95183,0.90577,0.95143,0.81763,0.23257,0.34818,0.37925,0.00276538,0.00276538,0.00276538
97,4579.93,0.75097,0.57087,1.06785,0.95484,0.9036,0.95197,0.81984,0.23132,0.35296,0.37883,0.00268923,0.00268923,0.00268923
98,4627.65,0.75546,0.5766,1.06855,0.95647,0.90481,0.95271,0.82121,0.23137,0.3552,0.37937,0.00261308,0.00261308,0.00261308
99,4675.51,0.74337,0.58088,1.06779,0.95416,0.90443,0.95337,0.81924,0.23152,0.36167,0.37976,0.00253692,0.00253692,0.00253692
100,4723.2,0.74029,0.57763,1.07057,0.95561,0.90443,0.95434,0.82121,0.23131,0.34906,0.38002,0.00246077,0.00246077,0.00246077
101,4770.33,0.74665,0.57806,1.07011,0.95315,0.90099,0.95379,0.82214,0.23108,0.37772,0.38002,0.00238462,0.00238462,0.00238462
102,4817.81,0.72439,0.55413,1.05986,0.94562,0.9052,0.95523,0.8233,0.22978,0.39399,0.379,0.00230846,0.00230846,0.00230846
103,4865.59,0.71974,0.55329,1.05335,0.95738,0.90443,0.95598,0.82361,0.2291,0.39214,0.37818,0.00223231,0.00223231,0.00223231
104,4912.93,0.71243,0.55007,1.05031,0.95743,0.90877,0.95628,0.82322,0.22846,0.40843,0.37747,0.00215615,0.00215615,0.00215615
105,4960.31,0.72323,0.55094,1.06172,0.96011,0.90909,0.95696,0.82526,0.22743,0.41617,0.3767,0.00208,0.00208,0.00208
106,5007.88,0.72577,0.55458,1.05951,0.95855,0.90831,0.95675,0.82507,0.22601,0.42145,0.376,0.00200385,0.00200385,0.00200385
107,5055.34,0.70763,0.53927,1.0431,0.96049,0.90666,0.95689,0.82622,0.2247,0.41175,0.37546,0.00192769,0.00192769,0.00192769
108,5102.69,0.70628,0.54513,1.05031,0.95951,0.90909,0.95663,0.82698,0.22407,0.40134,0.37522,0.00185154,0.00185154,0.00185154
109,5150.55,0.70794,0.53513,1.05177,0.95945,0.90987,0.95689,0.82805,0.22335,0.39172,0.37482,0.00177538,0.00177538,0.00177538
110,5198.23,0.70072,0.53133,1.04757,0.95696,0.91064,0.95738,0.82854,0.22287,0.38443,0.37483,0.00169923,0.00169923,0.00169923
111,5245.93,0.69658,0.53237,1.04789,0.96146,0.91104,0.95778,0.82776,0.22247,0.39304,0.37486,0.00162308,0.00162308,0.00162308
112,5293.35,0.69571,0.52561,1.04424,0.95829,0.91142,0.95743,0.82819,0.22235,0.3947,0.37498,0.00154692,0.00154692,0.00154692
113,5341.04,0.69628,0.53031,1.0432,0.95685,0.91142,0.95772,0.82949,0.22184,0.39468,0.37483,0.00147077,0.00147077,0.00147077
114,5388.65,0.68714,0.52114,1.04837,0.96038,0.90831,0.95765,0.83032,0.22169,0.39532,0.37484,0.00139462,0.00139462,0.00139462
115,5436.28,0.69494,0.53091,1.0476,0.96224,0.90754,0.95742,0.83057,0.22133,0.38042,0.37495,0.00131846,0.00131846,0.00131846
116,5483.66,0.6789,0.51194,1.03485,0.96375,0.90987,0.95776,0.83032,0.22098,0.37634,0.37477,0.00124231,0.00124231,0.00124231
117,5531.06,0.6849,0.51166,1.03708,0.96152,0.91256,0.95802,0.82972,0.2206,0.37545,0.37465,0.00116615,0.00116615,0.00116615
118,5578.85,0.6693,0.51151,1.03525,0.96308,0.91207,0.95808,0.83118,0.22036,0.37904,0.37447,0.00109,0.00109,0.00109
119,5626.58,0.68201,0.51861,1.03765,0.96256,0.9122,0.95856,0.83142,0.21981,0.38208,0.37429,0.00101385,0.00101385,0.00101385
120,5674.15,0.66943,0.50429,1.03396,0.95998,0.91336,0.95858,0.83165,0.21938,0.38104,0.37409,0.000937692,0.000937692,0.000937692
121,5722.93,0.53025,0.375,0.93175,0.96032,0.9122,0.95944,0.83243,0.21878,0.38526,0.37361,0.000861538,0.000861538,0.000861538
122,5770.16,0.5078,0.3464,0.92019,0.96297,0.91298,0.95984,0.83419,0.21826,0.38238,0.37324,0.000785385,0.000785385,0.000785385
123,5816.78,0.49714,0.34023,0.91708,0.96166,0.91375,0.95995,0.83546,0.21771,0.38077,0.37295,0.000709231,0.000709231,0.000709231
124,5863.71,0.49856,0.33775,0.92239,0.962,0.91608,0.95996,0.8358,0.21718,0.37586,0.37259,0.000633077,0.000633077,0.000633077
125,5910.56,0.49187,0.32515,0.91053,0.96161,0.91764,0.96029,0.83654,0.21671,0.37185,0.37226,0.000556923,0.000556923,0.000556923
126,5957.76,0.49005,0.3248,0.9107,0.96096,0.91796,0.96044,0.83695,0.2163,0.36967,0.37195,0.000480769,0.000480769,0.000480769
127,6005.75,0.48455,0.32109,0.90572,0.96018,0.91808,0.9606,0.83846,0.21577,0.36984,0.37163,0.000404615,0.000404615,0.000404615
128,6053.17,0.47858,0.32208,0.91315,0.95935,0.91696,0.96081,0.83869,0.21526,0.36736,0.3714,0.000328462,0.000328462,0.000328462
129,6100.08,0.4798,0.32253,0.91535,0.9606,0.91686,0.96078,0.83821,0.21481,0.36745,0.37113,0.000252308,0.000252308,0.000252308
130,6147.17,0.47904,0.31919,0.90767,0.9625,0.91748,0.9609,0.83818,0.21442,0.36489,0.37086,0.000176154,0.000176154,0.000176154
